,Block_Group,NO2_Hospital_Admissions_V,NO2_Asthma_Exacerbation_I,NO2_Asthma_Exacerbation_V,O3_Acute_Respiratory_Symptoms_I,O3_Mortality_V,O3_School_Loss_Days_I,O3_School_Loss_Days_V,PM25_Acute_Respiratory_Symptoms_I,PM25_Mortality_V,PM25_Work_Loss_Days_I,PM25_Work_Loss_Days_V,SO2_Asthma_Exacerbation_I,SO2_Asthma_Exacerbation_V,SO2_Hospital_Admissions_V,bgrp,SUM_HOUSIN,SUM_POP10,under_1,under_1pct,under_13,under_13pc,over_70,over_70pct,NonWhite,NonWt_Pct,PLx2_Pop,PLx2_Pct
61,420030901001,15.6646271905,0.0976970615994,8.18513885766,0.172411374431,949.316954864,0.0369418399985,3.62732600865,0.156438615669,5470.32846288,0.0263122104718,4.42021929228,0.0168044433148,1.32668046646,6.37508974888,420030901001,816.0,1308.0,11,0.840978980064,147,11.2384996414,163,12.4617996216,228.0,17.4311926606,825.0,64.5035183737
62,420030901002,10.8031876007,0.067377245578,5.64492029484,0.118904432684,654.70011878,0.0254771388594,2.50160491232,0.107888733602,3772.64147808,0.0181463576236,3.04842803452,0.0115892422711,0.914949809362,4.39661287717,420030901002,308.0,535.0,7,1.30841004848,55,10.2804002762,52,9.71963024139,91.0,17.0093457944,220.0,45.9290187891
63,420030902001,23.0988964767,0.0984533150188,8.2360888637,0.210080530448,1258.52317458,0.0367029167356,3.60386608988,0.191212590923,7814.60335822,0.0321610231317,5.40276823412,0.0174231375877,1.37552533991,9.21111557963,420030902001,504.0,872.0,7,0.802752017975,90,10.321100235,100,11.4679002762,101.0,11.5825688073,347.0,28.3960720131
64,420030902002,22.2945998786,0.0950251986536,7.94931038711,0.202765403644,1214.70331648,0.0354248997321,3.47837736716,0.184554456795,7542.49430379,0.0310411575169,5.21464068777,0.0168165009752,1.32763239698,8.89038537926,420030902002,594.0,1062.0,13,1.22411000729,89,8.3804101944,175,16.4783000946,181.0,17.0433145009,257.0,31.9651741294
65,420030902003,19.5596113138,0.0833679901662,6.97412956857,0.177891334519,1065.68831758,0.0310791810403,3.05167045604,0.1619143997,6617.2253905,0.0272332105797,4.57493918743,0.0147535099534,1.1647630452,7.79975964158,420030902003,446.0,701.0,1,0.142653003335,40,5.70613002777,262,37.3751983643,63.0,8.98716119829,246.0,42.6343154246
66,420030903001,5.46044977792,0.0261638648754,2.19341640999,0.062505421318,328.173004471,0.0106261576096,1.04338435419,0.0569370602048,1905.16662594,0.00957653521382,1.60877345333,0.00444573099054,0.350982436835,2.19697885666,420030903001,672.0,1081.0,10,0.925068974495,80,7.40055990219,129,11.9334001541,191.0,17.6688251619,782.0,69.8214285714
67,420030903002,5.38895523576,0.0258212909504,2.16469719231,0.0616870662344,323.875676756,0.0104870341557,1.02972379687,0.0561916091434,1880.22314487,0.00945115398911,1.58771051341,0.00438751273518,0.346386230153,2.16821379068,420030903002,307.0,548.0,4,0.729927003384,54,9.8540096283,50,9.1240901947,112.0,20.4379562044,190.0,30.4487179487
68,420031005001,133.068977674,1.18903128549,99.8824655646,1.2340940055,7898.73074897,0.489273004367,48.0418055555,1.12551701072,44393.6825315,0.189306459591,31.8018155767,0.194103448583,15.3241129962,54.9844388812,420031005001,373.0,824.0,13,1.57766997814,86,10.4369001389,162,19.660200119,573.0,69.5388349515,229.0,25.0547045952
69,420031005002,184.252655788,1.6463805163,138.301277042,1.70877616992,10936.9001197,0.677467070356,66.5206152266,1.55843609821,61469.2774351,0.262121333966,44.0340722631,0.268763437761,21.2183828755,76.1336644194,420031005002,590.0,1255.0,12,0.956175029278,205,16.3346996307,114,9.08366012573,909.0,72.4302788845,351.0,30.7086614173
70,420031011001,34.6137771785,0.362901023919,30.393233348,0.405019614431,2293.70379765,0.146814930632,14.4157848218,0.368618402757,11623.342383,0.0619998135093,10.4154218471,0.0628495291201,4.96185561373,14.5797433393,420031011001,711.0,1339.0,19,1.41896998882,234,17.4757003784,90,6.72142982483,493.0,36.8185212845,445.0,38.56152513
71,420031011002,15.2198484425,0.159569369017,13.3640545164,0.178089120874,1008.55286588,0.0645552486743,6.33869164396,0.162083328674,5110.84093921,0.0272616236074,4.5797123255,0.0276352477499,2.18175237117,6.41078501226,420031011002,371.0,641.0,4,0.624024987221,91,14.1965999603,31,4.83619022369,256.0,39.9375975039,343.0,52.3664122137
72,420031011003,79.0986051009,0.829293048073,69.4539157033,0.925541479473,5241.5190048,0.335498092598,32.9426189162,0.842358270299,26561.3938741,0.141680543554,23.8010817309,0.143622294065,11.3387179831,33.3172931379,420031011003,360.0,689.0,9,1.30623996258,92,13.3527002335,69,10.0144996643,185.0,26.8505079826,412.0,57.7840112202
73,420031014001,117.790896931,0.862720502001,72.3864953966,1.26455718861,7230.56264195,0.338548554098,33.2421442873,1.15671728577,41254.0376205,0.194554193346,32.6833885639,0.144174320316,11.3822994481,48.4476440022,420031014001,547.0,1124.0,23,2.04626011848,159,14.1458997726,128,11.3879003525,159.0,14.1459074733,325.0,26.2944983819
74,420031014002,22.8318058915,0.167224017759,14.0309179666,0.245113374811,1401.52428607,0.0656220053788,6.44343667938,0.224210403589,7996.40892231,0.0377110939263,6.33513117742,0.0279457936202,2.20626940083,9.39076985212,420031014002,333.0,670.0,4,0.597015023232,83,12.3880996704,94,14.0298995972,122.0,18.2089552239,143.0,17.9197994987
75,420031014003,53.7479700162,0.393659246019,33.0299478611,0.577017270669,3299.3047358,0.15447965852,15.1683858513,0.527809937887,18824.2116737,0.0887750515779,14.9134256918,0.0657867224659,5.19374166754,22.1066532731,420031014003,425.0,822.0,10,1.21653997898,111,13.5036001205,60,7.29927015305,383.0,46.5936739659,274.0,27.3726273726
76,420031014004,35.6038560556,0.260768678817,21.8797753444,0.382229130519,2185.53316267,0.102330776842,10.0478776461,0.349633094005,12469.5783411,0.0588065773787,9.87898634064,0.0435785946211,3.44045050753,14.6439409855,420031014004,338.0,730.0,9,1.2328799963,74,10.1370000839,100,13.6985998154,55.0,7.53424657534,214.0,32.2289156627
