bgrp,SUM_HOUSIN,SUM_POP10,under_1,under_1pct,under_13,under_13pc,over_70,over_70pct,NonWhite,NonWt_Pct,PLx2_Pop,PLx2_Pct
420032023004,763.0,1348.0,16,1.18693995476,129,9.56972980499,144,10.6824998856,205.0,15.2077151335,574.0,45.3396524487
420032107001,860.0,1336.0,13,0.973053991795,163,12.2005996704,113,8.45808029175,1085.0,81.2125748503,584.0,47.1347861178
420032107002,459.0,794.0,10,1.2594499588,134,16.8766002655,76,9.57178974152,714.0,89.9244332494,443.0,49.2222222222
420032206001,983.0,1362.0,11,0.807636022568,100,7.34214019775,150,11.0131998062,538.0,39.5007342144,500.0,42.3011844332
420032206002,293.0,471.0,4,0.84925699234,43,9.12950992584,31,6.5817399025,306.0,64.9681528662,234.0,58.7939698492
420032406001,881.0,1526.0,19,1.24509000778,191,12.5164003372,105,6.88073015213,261.0,17.1035386632,706.0,48.1582537517
420032406002,727.0,1188.0,14,1.17844998837,173,14.5622997284,122,10.2693996429,283.0,23.8215488215,545.0,46.5414175918
420032412001,204.0,373.0,4,1.07238996029,59,15.817700386,36,9.65147018433,72.0,19.3029490617,266.0,58.59030837
420032412002,348.0,511.0,6,1.17417001724,55,10.7631998062,44,8.61056995392,112.0,21.9178082192,238.0,36.8421052632
420032503001,695.0,1090.0,13,1.1926599741,176,16.1467990875,82,7.52294015884,673.0,61.7431192661,548.0,42.8125
420032507001,393.0,761.0,14,1.83967995644,176,23.1275005341,44,5.78186988831,619.0,81.3403416557,410.0,54.9597855228
420032509001,456.0,719.0,27,3.75521993637,173,24.0611991882,35,4.86786985397,478.0,66.4812239221,557.0,64.6922183508
420032509002,304.0,566.0,6,1.06007003784,70,12.3675003052,59,10.4239997864,251.0,44.3462897527,156.0,39.6946564885
420032602001,316.0,684.0,7,1.0233900547,106,15.4970998764,61,8.91812992096,204.0,29.8245614035,153.0,34.8519362187
420032602002,480.0,1030.0,19,1.84466004372,132,12.8155002594,102,9.90291023254,381.0,36.9902912621,370.0,27.6532137519
420032602003,283.0,571.0,9,1.57617998123,92,16.1121006012,36,6.30472993851,186.0,32.5744308231,464.0,64.1770401107
420032607001,365.0,745.0,13,1.74496996403,129,17.3153991699,42,5.63757991791,324.0,43.4899328859,414.0,48.4210526316
420032607002,470.0,999.0,14,1.40139997005,189,18.9188995361,70,7.00700998306,437.0,43.7437437437,621.0,50.4058441558
420032609001,723.0,1214.0,31,2.55353999138,386,31.7957000732,111,9.14332962036,1163.0,95.7990115321,1191.0,86.3043478261
420032612001,510.0,1051.0,10,0.951475024223,150,14.2721004486,134,12.7497997284,194.0,18.4586108468,389.0,33.621434745
420032614001,336.0,692.0,12,1.73409998417,188,27.1676006317,44,6.35837984085,654.0,94.5086705202,379.0,48.5275288092
420032614002,368.0,524.0,9,1.71756005287,90,17.1756000519,48,9.16030979156,297.0,56.679389313,330.0,68.1818181818
420032614003,440.0,620.0,7,1.12902998924,102,16.4515991211,112,18.0645008087,509.0,82.0967741935,355.0,80.1354401806
420032614004,279.0,637.0,7,1.09889996052,90,14.1287002563,113,17.7394008636,394.0,61.852433281,158.0,45.2722063037
420032615001,486.0,811.0,10,1.23304998875,130,16.0296001434,86,10.6042003632,635.0,78.2983970407,397.0,49.1945477076
420032615002,452.0,861.0,11,1.27758002281,140,16.2602005005,42,4.87804985046,565.0,65.6213704994,588.0,54.748603352
420032620001,674.0,1218.0,16,1.31362998486,162,13.3004999161,194,15.9278001785,217.0,17.816091954,466.0,46.04743083
420032620002,312.0,746.0,40,5.36192989349,224,30.0268001556,86,11.5282001495,476.0,63.8069705094,585.0,79.8090040928
420032620003,340.0,684.0,5,0.73099398613,116,16.9591007233,77,11.2573003769,183.0,26.7543859649,120.0,19.3548387097
420032701001,722.0,1521.0,17,1.11768996716,229,15.0558996201,159,10.4535999298,306.0,20.1183431953,236.0,14.4254278729
420032701002,530.0,1128.0,24,2.12766003609,192,17.0212993622,84,7.44680976868,432.0,38.2978723404,742.0,57.6534576535
420032703001,613.0,1154.0,13,1.12652003765,191,16.5510997772,164,14.211400032,391.0,33.8821490468,938.0,59.7833014659
420032703002,401.0,793.0,9,1.13493001461,119,15.0062999725,83,10.4666004181,303.0,38.209331652,358.0,43.1325301205
420032704001,552.0,1079.0,11,1.01945996284,162,15.0138998032,94,8.71177005768,537.0,49.7683039852,522.0,47.5409836066
420032708001,385.0,778.0,9,1.15681004524,90,11.5680999756,191,24.5501003265,100.0,12.853470437,146.0,22.0543806647
420032708002,515.0,992.0,5,0.5040320158,138,13.9112997055,119,11.9960002899,297.0,29.939516129,360.0,38.7931034483
420032708003,449.0,881.0,9,1.02156996727,114,12.9398002625,97,11.0101995468,124.0,14.0749148695,306.0,23.5384615385
420032715001,428.0,809.0,15,1.85414004326,129,15.945599556,77,9.51791954041,283.0,34.9814585909,494.0,65.1715039578
420032715002,677.0,1264.0,10,0.791139006615,180,14.2405004501,110,8.70252990723,669.0,52.9272151899,1287.0,77.4368231047
420032715003,596.0,1094.0,19,1.73675000668,189,17.2761001587,88,8.04388046265,504.0,46.0694698355,565.0,47.9219677693
420032814001,404.0,825.0,8,0.969696998596,113,13.6969995499,101,12.2424001694,193.0,23.3939393939,214.0,33.3333333333
420032814002,718.0,1527.0,37,2.42304992676,406,26.5881004333,146,9.56122970581,831.0,54.42043222,864.0,65.2075471698
420032815001,244.0,503.0,7,1.39164996147,72,14.3141002655,60,11.9284000397,85.0,16.8986083499,248.0,39.8073836276
420032815002,470.0,959.0,14,1.45984995365,158,16.4755001068,92,9.5933303833,204.0,21.2721584984,260.0,27.9569892473
420032901001,339.0,659.0,11,1.66919994354,103,15.629699707,60,9.1047000885,158.0,23.9757207891,174.0,30.6878306878
420032901002,339.0,744.0,6,0.806451976299,131,17.6075000763,61,8.19892978668,131.0,17.6075268817,394.0,53.1713900135
420032901003,376.0,717.0,7,0.976289987564,106,14.7838001251,85,11.8549995422,86.0,11.9944211994,353.0,44.1802252816
420032902001,433.0,902.0,11,1.21950995922,135,14.9666996002,107,11.8625001907,100.0,11.0864745011,387.0,48.8636363636
420032902002,494.0,822.0,11,1.33819997311,104,12.6520996094,158,19.2213993073,134.0,16.301703163,366.0,51.8413597734
420032902003,287.0,646.0,7,1.08359003067,94,14.5510997772,96,14.8606996536,81.0,12.5386996904,268.0,38.5057471264
420032902004,326.0,699.0,7,1.00143003464,125,17.8826999664,57,8.15450954437,137.0,19.5994277539,389.0,57.0381231672
420032902005,457.0,875.0,8,0.914286017418,124,14.1714000702,78,8.91429042816,118.0,13.4857142857,458.0,41.8264840183
420032904001,269.0,579.0,9,1.55439996719,96,16.5802993774,58,10.0172996521,94.0,16.2348877375,318.0,48.4756097561
420032904002,633.0,1257.0,16,1.27286994457,194,15.4336004257,122,9.70565032959,211.0,16.7859984089,708.0,53.514739229
420032904003,342.0,706.0,8,1.13313996792,104,14.7308998108,84,11.8979997635,73.0,10.3399433428,164.0,28.1786941581
420032904004,453.0,868.0,12,1.38249003887,102,11.7511997223,120,13.8248996735,85.0,9.79262672811,277.0,24.4052863436
420032904005,293.0,639.0,5,0.782473027706,72,11.2676000595,60,9.38967037201,95.0,14.8669796557,367.0,41.6572077185
420033001001,181.0,403.0,2,0.496277987957,90,22.3325004578,22,5.45906019211,258.0,64.0198511166,425.0,61.6835994194
420033001002,242.0,504.0,9,1.78570997715,106,21.0317001343,38,7.53968000412,382.0,75.7936507937,280.0,37.2340425532
420033001003,471.0,813.0,7,0.861009001732,143,17.5891990662,67,8.24108028412,581.0,71.4637146371,429.0,71.381031614
420033001004,351.0,720.0,14,1.94444000721,154,21.3889007568,33,4.58333015442,414.0,57.5,587.0,83.4992887624
420033001005,285.0,639.0,12,1.87793004513,145,22.6916999817,41,6.41627979279,272.0,42.5665101721,103.0,23.3560090703
420033001006,327.0,668.0,9,1.34730994701,124,18.5629005432,53,7.9341301918,248.0,37.125748503,289.0,43.6555891239
420033102001,311.0,662.0,7,1.05739998817,92,13.8972997665,79,11.9335002899,45.0,6.79758308157,137.0,17.8851174935
420033102002,293.0,655.0,4,0.610687017441,83,12.6717996597,76,11.603099823,7.0,1.06870229008,59.0,9.67213114754
420033102003,281.0,545.0,3,0.55045902729,47,8.62384986877,80,14.678899765,19.0,3.48623853211,19.0,2.34567901235
420033102004,373.0,720.0,8,1.111109972,76,10.5556001663,104,14.4443998337,22.0,3.05555555556,339.0,44.9006622517
420033102005,311.0,645.0,3,0.465115994215,71,11.0078001022,78,12.093000412,20.0,3.1007751938,96.0,19.5918367347
420033103001,429.0,990.0,12,1.21212005615,160,16.1616001129,142,14.3434000015,135.0,13.6363636364,252.0,23.3766233766
420033204001,330.0,754.0,11,1.45888996124,84,11.1406002045,181,24.0053005219,42.0,5.57029177719,260.0,35.6164383562
420033204002,292.0,664.0,6,0.903613984585,82,12.3493995667,67,10.0903997421,56.0,8.43373493976,174.0,20.0923787529
420033204003,293.0,576.0,7,1.215280056,65,11.2847003937,66,11.4582996368,57.0,9.89583333333,150.0,29.7619047619
420033206001,519.0,1158.0,14,1.20897996426,165,14.2487001419,132,11.3990001678,115.0,9.93091537133,171.0,13.9250814332
420033206002,541.0,1103.0,8,0.725295007229,157,14.2339000702,110,9.97280025482,88.0,7.97824116047,448.0,40.1074306177
420033207001,534.0,1137.0,13,1.14336001873,158,13.8962001801,145,12.7529001236,69.0,6.06860158311,535.0,36.1242403781
420033207002,257.0,513.0,5,0.974659025669,42,8.18712997437,72,14.0350999832,25.0,4.87329434698,43.0,10.487804878
420034011001,732.0,1425.0,24,1.68420994282,230,16.1403999329,194,13.6140003204,71.0,4.98245614035,412.0,31.7167051578
420034011002,567.0,1198.0,6,0.500835001469,134,11.1852998734,208,17.3623008728,33.0,2.75459098497,401.0,32.5487012987
420034011003,401.0,831.0,5,0.601684987545,84,10.108300209,124,14.9217996597,25.0,3.00842358604,175.0,23.2095490716
420034011004,477.0,993.0,7,0.704935014248,127,12.7895002365,152,15.307100296,27.0,2.71903323263,369.0,25.8041958042
420034012001,329.0,557.0,12,2.15440011024,101,18.132900238,53,9.51525974274,79.0,14.1831238779,359.0,68.7739463602
420034012002,602.0,1098.0,27,2.45901989937,225,20.4918003082,151,13.7523002625,260.0,23.679417122,657.0,60.9461966605
420034012003,438.0,866.0,15,1.73210000992,169,19.5149993896,99,11.4319000244,92.0,10.623556582,429.0,52.0
420034012004,389.0,751.0,10,1.33156001568,98,13.0493001938,129,17.1770992279,43.0,5.72569906791,276.0,32.6241134752
420034013001,604.0,1305.0,10,0.766283988953,173,13.2566995621,174,13.3332996368,50.0,3.83141762452,237.0,20.9179170344
420034013002,301.0,603.0,8,1.32669997215,52,8.62355041504,84,13.9302997589,21.0,3.48258706468,139.0,19.3055555556
420034013003,337.0,834.0,7,0.839329004288,114,13.6690998077,134,16.0671005249,23.0,2.75779376499,145.0,22.7272727273
420034020001,265.0,625.0,5,0.800000011921,76,12.1599998474,150,24.0,22.0,3.52,114.0,22.3968565815
420034020002,313.0,610.0,4,0.655737996101,83,13.6065998077,71,11.6393003464,32.0,5.24590163934,104.0,17.1617161716
420034020003,576.0,1130.0,8,0.707965016365,166,14.6902999878,109,9.64601993561,76.0,6.72566371681,351.0,34.5812807882
420034020004,535.0,895.0,10,1.11731994152,106,11.8436002731,139,15.5306997299,105.0,11.7318435754,441.0,45.2772073922
420034035001,426.0,894.0,17,1.9015699625,171,19.1275005341,91,10.1789999008,43.0,4.80984340045,273.0,41.935483871
420034035002,344.0,759.0,8,1.05402004719,117,15.4149999619,67,8.82740020752,59.0,7.77338603426,153.0,22.4340175953
420034035003,603.0,1212.0,17,1.40263998508,236,19.4719009399,134,11.0560998917,128.0,10.5610561056,825.0,54.8537234043
420034035004,598.0,920.0,9,0.978260993958,108,11.7391004562,119,12.934800148,112.0,12.1739130435,185.0,25.8741258741
420034035005,446.0,745.0,8,1.07383000851,102,13.6913003922,58,7.78523015976,48.0,6.44295302013,738.0,72.6377952756
420034040001,815.0,1500.0,18,1.20000004768,217,14.4666996002,216,14.3999996185,67.0,4.46666666667,473.0,34.9335302806
420034050002,243.0,473.0,2,0.422832995653,50,10.5707998276,82,17.3362007141,12.0,2.53699788584,110.0,26.0047281324
420034070012,613.0,1290.0,8,0.620154976845,167,12.9456996918,161,12.4806003571,29.0,2.2480620155,419.0,34.7717842324
420034070013,716.0,1665.0,19,1.14113998413,274,16.4564990997,198,11.8919000626,43.0,2.58258258258,514.0,34.0848806366
420034070014,700.0,1519.0,10,0.658327996731,167,10.994099617,228,15.0099000931,29.0,1.90915075708,172.0,13.040181956
420034070021,615.0,1387.0,9,0.648882985115,185,13.3381004333,179,12.9055995941,33.0,2.37923576063,480.0,34.5075485262
420034070022,668.0,1582.0,21,1.32743000984,227,14.3488998413,232,14.6649999619,53.0,3.35018963338,169.0,11.5516062884
420034070023,353.0,831.0,6,0.722021996975,129,15.5235004425,97,11.6726999283,34.0,4.09145607702,237.0,34.649122807
420034070024,1125.0,2797.0,31,1.10833001137,480,17.1611995697,337,12.0486001968,56.0,2.00214515552,169.0,5.86601874349
420034080011,492.0,1186.0,22,1.85496997833,228,19.2243003845,122,10.2867002487,73.0,6.15514333895,185.0,18.8583078491
420034080012,848.0,2125.0,15,0.705882012844,282,13.2706003189,361,16.988199234,62.0,2.91764705882,388.0,19.0569744597
420034080013,703.0,1458.0,8,0.548696994781,203,13.9231996536,345,23.6625995636,53.0,3.63511659808,177.0,12.0081411126
420034080021,1348.0,3812.0,59,1.5477399826,863,22.638999939,166,4.35467004776,187.0,4.9055613851,179.0,4.8947224501
420034080022,1043.0,2519.0,23,0.913061022758,425,16.871799469,311,12.3461999893,103.0,4.08892417626,202.0,8.43071786311
420034090001,1204.0,3741.0,34,0.908847987652,952,25.4477005005,172,4.59770011902,247.0,6.60251269714,137.0,4.10548396764
420034090002,701.0,2239.0,26,1.16122996807,472,21.0807991028,67,2.99240994453,153.0,6.83340777133,157.0,6.37952052011
420034090003,1137.0,3220.0,32,0.9937890172,667,20.7143001556,191,5.93168020248,266.0,8.26086956522,214.0,8.11220621683
420034090004,1080.0,2297.0,22,0.957771003246,393,17.1093006134,154,6.70440006256,299.0,13.0169786678,463.0,22.3455598456
420034100001,497.0,1171.0,14,1.19555997849,185,15.798500061,124,10.5892000198,34.0,2.90350128096,84.0,7.38137082601
420034110001,434.0,1091.0,10,0.916589975357,191,17.5069007874,69,6.32447004318,111.0,10.174152154,262.0,24.0146654445
420034110002,1024.0,2626.0,31,1.18050003052,492,18.7357006073,232,8.83473014832,306.0,11.6527037319,84.0,3.53684210526
420034110003,1073.0,3198.0,18,0.562852025032,698,21.8260993958,143,4.47153997421,365.0,11.4133833646,127.0,3.92824002474
420034120011,905.0,2668.0,45,1.68666005135,740,27.7360992432,120,4.49774980545,776.0,29.0854572714,34.0,2.38764044944
420034120012,720.0,1796.0,14,0.77951002121,405,22.5501003265,221,12.305100441,286.0,15.9242761693,312.0,18.3962264151
420034120013,695.0,1708.0,12,0.702575981617,264,15.456700325,109,6.38173007965,181.0,10.5971896956,176.0,8.48601735776
420034120014,823.0,2433.0,18,0.739826977253,501,20.5918998718,104,4.27455997467,287.0,11.796136457,182.0,6.53266331658
420034120021,1044.0,2929.0,24,0.819392025471,527,17.9925003052,207,7.06725978851,290.0,9.90099009901,423.0,13.9511873351
420034120022,695.0,1936.0,14,0.723140001297,357,18.4400997162,166,8.57437992096,120.0,6.19834710744,106.0,5.42199488491
420034131001,461.0,1287.0,10,0.777001023293,219,17.0163002014,65,5.05050992966,130.0,10.101010101,224.0,15.4589371981
420034131002,1010.0,1997.0,20,1.00150001049,301,15.0726003647,129,6.45969009399,340.0,17.0255383075,259.0,14.5915492958
420034131003,479.0,1428.0,7,0.490195989609,215,15.0559997559,316,22.128900528,124.0,8.68347338936,38.0,3.40807174888
420034131004,790.0,1897.0,19,1.00157999992,319,16.8159999847,99,5.21877002716,212.0,11.1755403268,39.0,2.16066481994
420034132011,366.0,788.0,1,0.126903995872,82,10.4061002731,122,15.4821996689,38.0,4.82233502538,138.0,16.8704156479
420034132012,533.0,1316.0,16,1.21580994129,213,16.1854000092,154,11.7020998001,78.0,5.92705167173,79.0,6.19607843137
420034132013,751.0,1633.0,16,0.979791998863,249,15.248000145,157,9.61421012878,147.0,9.00183710961,118.0,6.7544361763
420034132021,464.0,1092.0,14,1.28205001354,182,16.6667003632,137,12.545800209,48.0,4.3956043956,73.0,8.71121718377
420034132022,798.0,1774.0,18,1.0146600008,289,16.2908992767,233,13.1342000961,82.0,4.62232243517,220.0,11.4942528736
420034133001,669.0,1683.0,22,1.30718994141,210,12.4777002335,388,23.0541000366,99.0,5.88235294118,221.0,15.3047091413
420034133002,1011.0,2367.0,33,1.39417004585,360,15.2090997696,304,12.8432998657,136.0,5.745669624,381.0,16.2404092072
420034133003,242.0,692.0,11,1.589599967,131,18.9305992126,41,5.92486000061,63.0,9.10404624277,84.0,12.5
420034134001,629.0,1548.0,12,0.775193989277,255,16.4729003906,217,14.0180997849,82.0,5.29715762274,114.0,6.74157303371
420034134002,548.0,1199.0,13,1.08423995972,162,13.511300087,193,16.0967006683,96.0,8.00667222686,117.0,11.5956392468
420034134003,554.0,1592.0,11,0.690954983234,298,18.7185993195,134,8.41709041595,181.0,11.3693467337,60.0,3.47826086957
420034135001,421.0,872.0,8,0.917430996895,100,11.4679002762,149,17.0872001648,40.0,4.5871559633,101.0,13.4308510638
420034135002,1020.0,2117.0,13,0.614076018333,229,10.817199707,471,22.248500824,188.0,8.88049126122,227.0,13.6746987952
420034135003,638.0,1374.0,11,0.800581991673,207,15.0655002594,168,12.2271003723,234.0,17.0305676856,219.0,15.4879773692
420034135004,923.0,1801.0,3,0.166574001312,79,4.38644981384,303,16.8239994049,217.0,12.0488617435,1208.0,55.1598173516
420034141011,881.0,2136.0,16,0.749064028263,329,15.4026002884,192,8.98875999451,63.0,2.94943820225,166.0,7.7861163227
420034141012,464.0,1211.0,13,1.07349002361,194,16.0198001862,116,9.5788602829,51.0,4.21139554088,44.0,3.34092634776
420034141013,298.0,825.0,9,1.09090995789,131,15.8788003922,72,8.72727012634,43.0,5.21212121212,134.0,15.3669724771
420034141014,403.0,1186.0,9,0.758853018284,220,18.5496997833,73,6.1551399231,49.0,4.13153456998,89.0,7.24755700326
420034141021,1201.0,2647.0,26,0.98224401474,428,16.1692008972,262,9.89799976349,217.0,8.19795995467,418.0,17.4021648626
420034141022,1136.0,2489.0,15,0.602652013302,359,14.423500061,522,20.9722995758,94.0,3.77661711531,156.0,6.14657210402
420034141023,804.0,1904.0,12,0.63025200367,255,13.3929004669,214,11.2395000458,131.0,6.88025210084,162.0,9.38042848871
420034142001,1191.0,3222.0,18,0.558659017086,569,17.6597995758,336,10.4282999039,139.0,4.31409062694,406.0,13.1264144843
420034142002,419.0,971.0,4,0.411945998669,133,13.6971998215,128,13.182299614,37.0,3.8105046344,214.0,22.1532091097
420034142003,758.0,1772.0,20,1.12866997719,269,15.1806001663,271,15.2934999466,35.0,1.97516930023,222.0,12.4719101124
420034150011,373.0,1110.0,9,0.810810983181,168,15.1351003647,197,17.7476997375,72.0,6.48648648649,127.0,11.6406966086
420034150012,647.0,1509.0,9,0.596421003342,218,14.4467000961,184,12.1934995651,78.0,5.1689860835,156.0,12.2161315583
420034150013,809.0,2089.0,20,0.957395970821,420,20.1053009033,147,7.03685998917,359.0,17.1852561034,561.0,28.813559322
420034150021,562.0,1467.0,12,0.817996025085,197,13.4287996292,187,12.7470998764,142.0,9.67961826858,156.0,9.89220038047
420034150022,452.0,1078.0,15,1.39146995544,171,15.8627004623,130,12.0593996048,52.0,4.82374768089,35.0,3.74331550802
420034160001,493.0,892.0,9,1.0089700222,80,8.96860980988,187,20.964099884,10.0,1.12107623318,294.0,33.1828442438
420034160002,344.0,744.0,4,0.537634015083,64,8.60214996338,98,13.1719999313,5.0,0.672043010753,93.0,15.5778894472
420034171001,389.0,828.0,9,1.08695995808,98,11.8357000351,88,10.6280002594,11.0,1.32850241546,263.0,30.1605504587
420034171002,356.0,705.0,4,0.56737601757,84,11.914899826,108,15.3191003799,15.0,2.12765957447,99.0,14.5588235294
420034171003,294.0,612.0,2,0.326797008514,59,9.64052009583,113,18.464099884,4.0,0.653594771242,209.0,32.0061255743
420034172001,702.0,1260.0,12,0.952381014824,154,12.2222003937,164,13.0158996582,45.0,3.57142857143,343.0,27.44
420034180001,859.0,1746.0,9,0.515464007854,186,10.6528997421,349,19.9885005951,29.0,1.66093928981,221.0,13.3534743202
420034190001,491.0,1105.0,4,0.361990988255,83,7.51131010056,376,34.0270996094,18.0,1.62895927602,349.0,41.5971394517
420034190002,405.0,730.0,6,0.821918010712,98,13.4246997833,106,14.5205001831,29.0,3.97260273973,359.0,43.567961165
420034190003,654.0,1086.0,10,0.920809984207,95,8.74769973755,248,22.8360996246,46.0,4.23572744015,333.0,27.520661157
420034200001,899.0,1432.0,14,0.977653980255,137,9.56704044342,219,15.293299675,112.0,7.82122905028,367.0,26.1024182077
420034211001,433.0,1067.0,2,0.187441006303,163,15.2764997482,146,13.6831998825,68.0,6.37300843486,118.0,10.6019766397
420034211002,417.0,845.0,9,1.06508994102,101,11.9526996613,143,16.9230995178,68.0,8.04733727811,115.0,15.4155495979
420034211003,684.0,1546.0,12,0.776197016239,253,16.3647994995,288,18.6287002563,188.0,12.1604139715,77.0,4.87650411653
420034211004,334.0,645.0,4,0.620154976845,91,14.108499527,218,33.798500061,31.0,4.80620155039,40.0,5.6258790436
420034212001,795.0,1967.0,14,0.711744010448,290,14.7433004379,261,13.2688999176,111.0,5.64311133706,264.0,14.3790849673
420034212002,450.0,1087.0,8,0.735970973969,158,14.5354003906,113,10.3956003189,108.0,9.9356025759,98.0,10.0926879506
420034212003,119.0,247.0,4,1.61942994595,34,13.7651996613,20,8.0971698761,8.0,3.23886639676,0.0,0.0
420034212004,431.0,1003.0,8,0.797607004642,147,14.6560001373,121,12.0637998581,101.0,10.0697906281,218.0,18.288590604
420034220001,619.0,1752.0,14,0.799086987972,333,19.0067996979,165,9.41781044006,217.0,12.3858447489,238.0,14.0995260664
420034220002,289.0,756.0,5,0.661375999451,138,18.2539997101,85,11.2433996201,48.0,6.34920634921,0.0,0.0
420034220003,541.0,1046.0,3,0.286807000637,154,14.7228002548,172,16.4435997009,52.0,4.97131931166,70.0,6.8359375
420034220004,737.0,1834.0,11,0.599781990051,301,16.4122009277,235,12.8135004044,188.0,10.2508178844,74.0,4.29732868757
420034230001,514.0,958.0,5,0.521920979023,137,14.3006000519,100,10.4384002686,164.0,17.1189979123,179.0,20.8381839348
420034230002,530.0,996.0,15,1.50601994991,157,15.7630996704,112,11.2449998856,57.0,5.72289156627,158.0,13.401187447
420034230003,453.0,847.0,13,1.53482997417,139,16.410900116,91,10.7438001633,56.0,6.61157024793,235.0,31.5436241611
420034240001,443.0,936.0,15,1.60256004333,161,17.2008991241,101,10.790599823,69.0,7.37179487179,363.0,37.8519290928
420034240002,413.0,664.0,6,0.903613984585,78,11.7469997406,86,12.9518003464,106.0,15.9638554217,440.0,58.0474934037
420034240003,511.0,749.0,3,0.400534003973,90,12.015999794,145,19.3591003418,115.0,15.3538050734,448.0,68.2926829268
420034240004,502.0,1097.0,22,2.00547003746,205,18.6872997284,111,10.1184997559,227.0,20.6927985415,428.0,39.9626517274
420034250001,274.0,551.0,8,1.45191001892,58,10.5263004303,60,10.8893003464,18.0,3.2667876588,118.0,20.6293706294
420034250002,468.0,958.0,9,0.939456999302,126,13.1524000168,85,8.87265014648,46.0,4.80167014614,531.0,48.7155963303
420034250003,593.0,1113.0,17,1.52740001678,162,14.5552997589,132,11.8598003387,46.0,4.13297394429,652.0,50.2698535081
420034250004,477.0,829.0,7,0.84439098835,134,16.164100647,52,6.27262020111,79.0,9.52955367913,269.0,52.3346303502
420034263001,711.0,1579.0,15,0.949967980385,186,11.7796001434,294,18.6194000244,43.0,2.72324255858,143.0,9.06210392902
420034263002,806.0,2084.0,21,1.00768005848,313,15.019200325,284,13.6275997162,45.0,2.15930902111,154.0,8.20895522388
420034263003,990.0,2374.0,26,1.09519994259,296,12.4684000015,365,15.3748998642,55.0,2.31676495366,311.0,12.7146361406
420034264001,422.0,914.0,8,0.875274002552,123,13.4573001862,134,14.6607999802,25.0,2.7352297593,71.0,9.49197860963
420034264002,472.0,1057.0,11,1.04068005085,153,14.4749002457,153,14.4749002457,31.0,2.93282876064,257.0,25.751503006
420034264003,496.0,1068.0,11,1.02996003628,137,12.8276996613,159,14.8875999451,17.0,1.59176029963,360.0,27.4390243902
420034264004,729.0,1542.0,11,0.713358998299,174,11.2840003967,244,15.8235998154,44.0,2.85343709468,254.0,15.7960199005
420034267001,367.0,697.0,6,0.860831975937,64,9.18220996857,93,13.3429002762,20.0,2.86944045911,34.0,5.0
420034267002,842.0,1664.0,13,0.78125,177,10.6370000839,217,13.0409002304,113.0,6.79086538462,384.0,26.1046906866
420034268001,539.0,1330.0,7,0.52631598711,177,13.3083000183,183,13.7594003677,43.0,3.23308270677,118.0,7.91946308725
420034268002,981.0,2505.0,23,0.918164014816,360,14.3712997437,407,16.2474994659,67.0,2.6746506986,377.0,15.140562249
420034268003,572.0,1534.0,15,0.97783601284,229,14.9282999039,140,9.12646961212,82.0,5.34550195567,189.0,12.92749658
420034270001,804.0,1443.0,17,1.17809998989,209,14.4836997986,147,10.1871004105,93.0,6.44490644491,326.0,24.255952381
420034270002,468.0,838.0,17,2.02864003181,142,16.9451007843,71,8.47255039215,67.0,7.99522673031,550.0,51.7890772128
420034270003,846.0,1463.0,25,1.70881998539,229,15.6527996063,176,12.0300998688,123.0,8.40738209159,474.0,34.4727272727
420034271001,696.0,1714.0,19,1.10852003098,240,14.0023002625,131,7.6429400444,50.0,2.91715285881,134.0,6.26460963067
420034271002,747.0,1789.0,19,1.06204998493,230,12.856300354,237,13.2475996017,38.0,2.12409167132,400.0,22.5861095426
420034271003,800.0,2007.0,20,0.996511995792,310,15.4458999634,253,12.6058998108,95.0,4.73343298455,197.0,12.0858895706
420034272001,595.0,1261.0,17,1.3481400013,186,14.7502002716,192,15.2259998322,49.0,3.88580491673,91.0,9.1
420034272002,576.0,1197.0,13,1.08605003357,145,12.1135997772,152,12.6983995438,49.0,4.09356725146,150.0,16.077170418
420034272003,630.0,1275.0,9,0.705882012844,137,10.7451000214,254,19.9216003418,17.0,1.33333333333,679.0,36.2326574173
420034272004,556.0,1166.0,13,1.1149200201,161,13.8079004288,145,12.4357004166,55.0,4.71698113208,314.0,27.2097053726
420034281001,288.0,632.0,6,0.949366986752,63,9.96835041046,98,15.5062999725,23.0,3.63924050633,58.0,10.0869565217
420034281002,303.0,610.0,4,0.655737996101,67,10.9835996628,89,14.5902004242,8.0,1.31147540984,263.0,37.0944992948
420034282001,299.0,640.0,3,0.46875,71,11.0937995911,113,17.6562995911,7.0,1.09375,86.0,20.2830188679
420034282002,653.0,1451.0,13,0.89593398571,162,11.1646995544,197,13.5768003464,51.0,3.51481736733,459.0,26.8421052632
420034291001,549.0,1130.0,8,0.707965016365,123,10.8850002289,144,12.7433996201,95.0,8.40707964602,394.0,33.5034013605
420034291002,664.0,1380.0,11,0.797101020813,171,12.3913002014,182,13.1884002686,125.0,9.05797101449,390.0,29.5678544352
420034292011,753.0,1890.0,21,1.111109972,278,14.7089996338,248,13.1217002869,87.0,4.60317460317,292.0,15.9128065395
420034292012,1128.0,2420.0,22,0.909090995789,271,11.1983003616,337,13.9256000519,333.0,13.7603305785,364.0,14.7011308562
420034292021,515.0,1215.0,15,1.2345700264,177,14.567899704,191,15.720199585,25.0,2.05761316872,121.0,10.7651245552
