Block_Group,NO2_Hospital_Admissions_V,NO2_Asthma_Exacerbation_I,NO2_Asthma_Exacerbation_V,O3_Acute_Respiratory_Symptoms_I,O3_Mortality_V,O3_School_Loss_Days_I,O3_School_Loss_Days_V,PM25_Acute_Respiratory_Symptoms_I,PM25_Mortality_V,PM25_Work_Loss_Days_I,PM25_Work_Loss_Days_V,SO2_Asthma_Exacerbation_I,SO2_Asthma_Exacerbation_V,SO2_Hospital_Admissions_V
420035238002,144.669646463,1.04651727714,87.7538612121,1.28287696853,8202.64523037,0.411158185006,40.3716971921,1.19393903824,50463.3552835,0.200814710169,33.7351001739,0.30214523957,23.757378036,118.59404417
420035238003,117.097610268,0.847065540381,71.0291874694,1.03837833958,6639.33435823,0.332797114554,32.6774093893,0.966390750252,40845.7368514,0.162542200402,27.3056560868,0.244560530647,19.2295499593,95.9916575724
420035238004,280.096345029,2.0261725367,169.901126181,2.4837907975,15881.2223911,0.796047373554,78.1640368299,2.31159743357,97702.6119647,0.388799389065,65.3148682517,0.584986428209,45.9968978801,229.611125267
420035240001,40.2664589321,0.356083707441,29.9520847258,0.411880459071,2487.97449411,0.146982013634,14.4321907322,0.381578905401,13454.2480193,0.0641797067021,10.7816246773,0.0965353163467,7.59047539175,33.7350171097
420035240002,108.575141076,0.960149955149,80.7632930382,1.11060123699,6708.61523889,0.396324704984,38.9151950828,1.02889562983,36278.255411,0.173055215617,29.071749921,0.260299412697,20.4670825288,90.9636543794
420035240003,75.5517228174,0.668117789722,56.1989224142,0.77280891359,4668.17205111,0.275781490679,27.0790348798,0.715954284398,25244.1274305,0.120420010997,20.2294997738,0.181128653232,14.2419648804,63.2968166931
420035251001,318.54428289,2.67320904466,224.634559368,4.36046884366,26024.7872323,1.4546665294,142.833971894,3.64526845262,140269.682941,0.613116335385,102.998136815,0.920280884256,72.3607656878,323.096203824
420035252001,135.137679066,0.602974846463,50.8612144763,1.06843039201,7050.66758315,0.247653884577,24.3171801054,0.984238282827,44304.7222614,0.165544068141,27.8099433913,0.0901897879589,7.12031640194,53.763190547
420035252002,49.0799643324,0.218991358756,18.4720250463,0.388037784087,2560.69599458,0.0899441510747,8.83163260229,0.357460481411,16090.8060829,0.0601231056797,10.1001514838,0.0327555690372,2.5859913938,19.5259789326
420035253001,114.758803982,1.01755573386,85.1335909398,1.36856973878,9066.711104,0.541937661002,53.2129577985,1.14239281667,47232.1677673,0.192144887662,32.2786464585,0.223532789388,17.6474989317,58.000896862
420035253002,231.668129271,2.08211206886,174.180438608,2.04307503485,13467.7807771,0.808684970949,79.4049248237,1.88274128213,77841.834089,0.316667880673,53.1974110233,0.368397178812,29.0842738301,95.5894281787
420035261011,122.647678923,1.36229874695,114.255492625,1.62963843407,10337.5661669,0.73814257396,72.4783539952,1.35703249114,51374.91328,0.228246231733,38.3433538577,0.487459517842,38.328452481,126.967724831
420035261012,379.658509971,4.21702487112,353.680318021,5.0445805832,32000.1568892,2.28493610508,224.358292995,4.20072306375,159032.141473,0.706541085873,118.692670915,1.50894135005,118.646543385,393.03130436
420035261013,314.087597216,3.48870156651,292.596111509,4.17332983509,26473.4019584,1.89030422989,185.609317178,3.47521515126,131565.661243,0.58451420133,98.1932305575,1.24833172122,98.1550699171,325.150771308
420035261014,144.71018371,1.60735611608,134.808364509,1.92278503272,12197.1289827,0.870923188742,85.5161067835,1.60114282255,60616.5100649,0.269304396247,45.2407633735,0.575146293072,45.2231756746,149.807361859
420035261021,282.286106171,2.4406136822,205.259041146,3.03112081315,19515.8843892,1.2549746654,123.226191361,2.83385268354,113840.077254,0.476640169286,80.0713445956,0.826005406369,64.9479757852,286.510614794
420035262011,130.33192614,1.30472227606,109.554416125,1.52471617551,9379.74009297,0.62783975969,61.6477005506,1.43989946866,54677.0315489,0.242184052292,40.6847847837,0.456168136874,35.868042604,133.746148918
420035262012,296.355230142,2.96674248132,249.110286779,3.46697564588,21328.1205823,1.42761334593,140.177614899,3.27411520434,124327.360499,0.55069017325,92.5110921593,1.03725785182,81.5585434714,304.118661815
420035262021,138.28974762,1.54583713495,129.588153821,1.6547302154,10319.0714601,0.737565382449,72.4216794682,1.56920467433,57523.2099975,0.263932555832,44.3383415621,0.558203484648,43.8909796205,144.279981511
420035262022,383.925885497,4.29161893055,359.768153657,4.59393205225,28648.2573613,2.04766023284,201.060131849,4.35649244503,159698.370689,0.732740734391,123.093980792,1.5497082859,121.852006598,400.556197451
420035262023,136.447068681,1.52523921225,127.861421609,1.63268131756,10181.5722169,0.727737494123,71.4566773204,1.54829538457,56756.7265135,0.2604157155,43.747543404,0.550765552173,43.3061424569,142.35748409
420035263011,198.230842304,1.78964512567,150.150880686,2.13707290209,13746.5481513,0.876793543885,86.0925180412,2.01040767214,81593.8577185,0.33814074343,56.8046625814,0.635857565578,49.9968419741,201.804030044
420035263012,273.860039519,2.47243203503,207.43657062,2.9524107481,18991.1427315,1.21130855213,118.938607732,2.77742009339,112723.61475,0.46714848347,78.4768250926,0.878450477304,69.0716790575,278.796472844
420035263021,214.43538167,2.02480603449,169.51857325,2.70929450001,15903.9901451,0.979192848156,96.1471244098,2.55041138673,92005.3376177,0.428966728646,72.0626270356,0.749699966954,58.9481556954,221.353994483
420035263022,96.9867959762,0.915797795258,76.6714109863,1.22538449982,7193.20214507,0.442878298562,43.486300937,1.15352339196,41613.0157195,0.194016996019,32.5931441509,0.339081158959,26.6616110881,100.116009468
420035263023,125.204598001,1.18225131844,98.9790831714,1.58188534001,9285.938896,0.57172519325,56.137801034,1.48911613191,53719.4247096,0.250462054476,42.0754161406,0.437731292368,34.4183697756,129.242673402
420035263024,126.774374031,1.19706699313,100.219519946,1.60173713699,9402.45205589,0.578899617284,56.8422590388,1.50780530973,54393.6312804,0.253605482831,42.60348438,0.443223237144,34.8501981361,130.864663617
420035509001,78.7478462502,0.933452117564,78.5777375633,0.786149126882,5025.00706397,0.387749787408,38.0732223617,0.751672152388,27089.6904412,0.126427581802,21.2387186837,0.249017521732,19.5800019029,67.2483402404
420035509002,76.1620516253,0.902809149396,75.9982191955,0.760337774263,4860.02686359,0.375020491318,36.8233304564,0.726988445195,26200.108481,0.122275902908,20.5412732463,0.240849790448,18.9377951228,65.0401519418
420035512001,124.484522664,1.40442829637,117.815489249,1.13312236528,7457.88994438,0.55813187303,54.8030704415,1.106939267,40795.6970196,0.186181773907,31.2768959407,0.402140625056,31.6199203536,106.005531951
420035512002,94.9400043407,1.07110848562,89.8537651218,0.864192913112,5687.87258482,0.425667716069,41.796390702,0.844223977126,31113.4554662,0.141994346322,23.8537978283,0.306698631054,24.1154105859,80.8467225344
420035512003,79.5145353059,0.897079098407,75.2546877237,0.723782333675,4763.72998508,0.356506942179,35.0054816957,0.707057869878,26058.2666952,0.118923677561,19.9781289539,0.256867474324,20.1972359257,67.7110730927
420035513001,107.136424391,0.751540922232,63.1793632792,0.935632336479,5834.98742187,0.297231120614,29.1851779616,0.912964725935,37934.8824573,0.153556204262,25.7960879896,0.206211077576,16.2141734576,87.3532721606
